아파트명,주소,lat,lon
경남아너스빌,서울특별시 양천구 목동동로10길 16-6,37.5181266,126.8715119
대림서초리시온,서울특별시 서초구 서초중앙로22길 25,37.4934555,127.0152212
마일스디오빌,서울특별시 강남구 학동로 165,37.5138873,127.0289105
신대방경남교수,서울특별시 동작구 여의대방로10길 14,37.4960303,126.9136562
공릉동부,서울특별시 노원구 공릉로 206,37.6280819,127.0786137
월계삼창,서울특별시 노원구 광운로2나길 50,37.6184379,127.0602548
사당제일,서울특별시 동작구 사당로16다길 57,37.4829384,126.96955
경남아너스빌,서울특별시 구로구 오류로 65,37.4907209,126.8398933
구로우성(1동),서울특별시 구로구 구일로8길 31,37.4947097,126.8722377
신사한신휴플러스,서울특별시 은평구 갈현로1길 31,37.599227,126.9068354
방학명품ESA1단지,서울특별시 도봉구 마들로 657,37.6686013,127.045475
용산아크로타워,서울특별시 용산구 백범로90길 26,37.5369449,126.9685337
염창강변성원,서울특별시 강서구 양천로69길 65,37.5555042,126.8722555
공릉청솔9단지,서울특별시 노원구 노원로1길 21,37.6214628,127.0851534
신사라이프씨티,서울특별시 은평구 갈현로3다길 15,37.6023882,126.9053464
송파성지,서울특별시 송파구 송이로12길 11,37.5000876,127.1171288
삼익아파트2단지,서울특별시 구로구 중앙로15길 125,37.5074792,126.8528717
삼성동중앙하이츠빌리지,서울특별시 강남구 학동로68길 30,37.5160546,127.0462561
은평뉴타운상림마을13단지,서울특별시 은평구 진관4로 48-50,37.6474864,126.927883
응암금호,서울특별시 은평구 응암로 318,37.5992267,126.9222397
오금아남,서울특별시 송파구 성내천로6길 1-13,37.5028917,127.1361125
서초현대12차,서울특별시 서초구 효령로72길 14,37.4909646,127.0199792
홍은유원,서울특별시 서대문구 홍은중앙로1길 33,37.5975121,126.9446692
중계경남아너스빌,서울특별시 노원구 덕릉로94길 10,37.6620828,127.0770809
LG신도림자이,서울특별시 구로구 새말로18길 64,37.5035585,126.8921268
제기이수브라운스톤,서울특별시 동대문구 왕산로23길 89,37.5823765,127.0339745
창동금호어울림,서울특별시 도봉구 도봉로136가길 68,37.6564796,127.0417515
목동건영,서울특별시 양천구 목동중앙본로22길 63,37.5419755,126.8728085
서초삼성래미안,서울특별시 서초구 사임당로17길 116,37.4934608,127.0199579
상계극동늘푸른,서울특별시 노원구 동일로246길 39,37.6771802,127.057784
오류한신플러스타운,서울특별시 구로구 고척로 52,37.4983793,126.8410059
신구로자이,서울특별시 구로구 구로중앙로 134,37.5055429,126.8896095
우면코오롱,서울특별시 서초구 바우뫼로 53,37.472602,127.0276672
장안한신,서울 동대문구 장안동 서울 동대문구 장안2동 555-1,37.5795394,127.0719296
원효로강변삼성스위트,서울특별시 용산구 원효로 40,37.5340827,126.9485824
창동건영캐스빌,서울특별시 도봉구 우이천로20길 7,37.6413744,127.0341999
길음동부제2,서울특별시 성북구 숭인로2길 61,37.6094237,127.0254972
광장신동아파밀리에,서울특별시 광진구 아차산로 599,37.5467753,127.1043531
거여현대3차,서울특별시 송파구 거마로 41,37.4968972,127.1449982
방배래미안,서울특별시 서초구 방배선행길 2,37.472626,126.9844943
신림신도브래뉴,서울특별시 관악구 조원로16길 7,37.4838324,126.9109406
문래베어스타운,서울특별시 영등포구 선유서로 40,37.519134,126.8852409
삼성서광,서울특별시 강남구 선릉로130길 19,37.5170036,127.0425304
상계한일유엔아이,서울특별시 노원구 노원로28길 62,37.6541825,127.071075
명일삼환아파트,서울특별시 강동구 고덕로62길 29,37.5536984,127.1538354
유원강변,서울 동작구 본동 유원강변아파트,37.5150871,126.9509904
이촌동부센트레빌,서울특별시 용산구 이촌로 174,37.5211983,126.9665209
성북힐스테이트,서울특별시 성북구 동소문로44길 43,37.6065354,127.029003
여의도목화,서울특별시 영등포구 여의나루로 126,37.52594,126.932655
삼성쉐르빌1 아파트,서울특별시 양천구 목동동로 189,37.522674,126.8704315
양평현대2차,서울특별시 영등포구 선유동2로 29,37.5320347,126.8955806
중계현대2차(4동),서울특별시 노원구 한글비석로15길 51,37.6558928,127.0740064
자양대동,서울특별시 광진구 뚝섬로31길 20,37.5361407,127.0683929
이안용산프리미어,서울특별시 용산구 청파로 213,37.5386273,126.9703386
석관중앙하이츠,서울특별시 성북구 한천로76길 73,37.611111,127.0667057
쌍문극동,서울특별시 도봉구 노해로45길 26,37.6517698,127.0279261
방배임광3차,서울특별시 서초구 방배로2길 24-5,37.4762582,127.0027232
등촌라인,서울특별시 강서구 화곡로68길 33,37.5592064,126.8562941
청담현대3차,서울특별시 강남구 도산대로101길 29,37.5272417,127.0529125
방학벽산2차,서울특별시 도봉구 시루봉로5길 48,37.6588206,127.0252708
답십리대우,서울특별시 동대문구 답십리로41길 33,37.57342,127.0534582
마곡우림필유아파트,서울특별시 강서구 양천로28길 29,37.5717213,126.8212789
신길우성5차,서울특별시 영등포구 도신로 100,37.5067447,126.9035366
목동트윈빌,서울특별시 양천구 목동동로 339,37.5321823,126.8767997
도곡1차아이파크,서울 강남구 도곡동 nan,37.4920954,127.0431504
압구정미성1차,서울특별시 강남구 압구정로11길 17,37.5254652,127.0207224
자양로얄동아,서울특별시 광진구 뚝섬로52마길 56,37.528332,127.0810276
금호한신휴플러스,서울특별시 성동구 금호산길 27,37.5501696,127.0179816
신정세양청마루,서울특별시 양천구 목동남로2길 60-30,37.5070747,126.863636
갈현1단지e-편한세상,서울특별시 은평구 서오릉로21길 47,37.6121411,126.9063902
여의도수정,서울특별시 영등포구 국제금융로7길 1,37.5230829,126.9308314
자양한라,서울특별시 광진구 뚝섬로33길 20,37.5356629,127.0700492
우면동동고,서울특별시 서초구 바우뫼로7길 29,37.4713949,127.0237739
대학동현대(구신림9동),서울 관악구 신림동 255-189,37.4637542,126.9372307
수서동익,서울특별시 강남구 광평로39길 3,37.4856488,127.0964671
염창한마음삼성,서울특별시 강서구 양천로 637,37.554476,126.8682816
중계주공10단지,서울특별시 노원구 노원로22길 53,37.6481008,127.0733019
시흥현대빌라,서울특별시 금천구 시흥대로 53,37.4395084,126.9020409
중계양지대림2-2임대,서울특별시 노원구 덕릉로77길 27,37.6547418,127.072843
상계현대1차,서울특별시 노원구 동일로237길 41,37.6727905,127.0527596
성수동아그린,서울특별시 성동구 상원길 76,37.550919,127.0480309
구의대림아크로리버,서울특별시 광진구 구의강변로 64,37.5360563,127.0928472
목동우성,서울특별시 양천구 목동중앙로 143,37.5413035,126.8755033
홍은풍림아이원,서울특별시 서대문구 홍은중앙로 149,37.5972741,126.9378412
송파파인타운11단지,서울특별시 송파구 송파대로8길 58,37.4797913,127.133178
은평뉴타운상림마을2단지,서울특별시 은평구 진관4로 37,37.6466728,126.9265857
잠실현대,서울특별시 송파구 백제고분로18길 7,37.503992,127.0853196
방학한화성원,서울특별시 도봉구 방학로11길 10,37.6612354,127.0317924
금호1차푸르지오,서울특별시 성동구 금호산8길 5,37.5491419,127.021146
SH황학롯데캐슬베네치아,서울특별시 중구 청계천로 400,37.5711004,127.0222215
방화현대1차,서울특별시 강서구 방화대로37길 26,37.570387,126.8143038
롯데캐슬헤론,서울특별시 서초구 동광로1길 112,37.4967244,126.9845182
신림건영2차,서울 관악구 신림동 nan,37.4707892,126.9168875
당산한양,서울특별시 영등포구 영신로 193,37.5254625,126.8997511
용두두산위브,서울특별시 동대문구 정릉천동로 16,37.5734458,127.0362528
삼성롯데,서울특별시 강남구 학동로 432,37.5177728,127.0487
서울가든빌라,서울특별시 구로구 경인로 83,37.4923368,126.831053
돈암포스코더샵,서울특별시 성북구 아리랑로5길 85,37.5976901,127.0106855
한사랑2차삼성아파트(등촌동),서울 강서구 등촌동 634-3,37.5542766,126.8638745
마포쌍용황금,서울특별시 마포구 마포대로4라길 30,37.5371661,126.9456451
염창우성1차,서울특별시 강서구 양천로67길 77,37.5555744,126.8703134
효성아파트,서울특별시 노원구 화랑로 556,37.6206867,127.0886787
사당경남아너스빌,서울특별시 동작구 사당로9가길 82,37.4882464,126.9678137
구로보광,서울특별시 구로구 가마산로 231,37.4952976,126.8852794
독산신도브래뉴,서울 금천구 독산동 955,37.477408,126.8999857
녹번JR아파트,서울특별시 은평구 통일로 586-19,37.6000878,126.937924
마곡푸르지오,서울특별시 강서구 방화대로34길 88,37.5700345,126.8217091
산업인,서울특별시 구로구 경인로47다길 43,37.5044786,126.8669946
공릉신도1차,서울특별시 노원구 동일로191가길 59,37.6275959,127.0700592
면목두산2.3차,서울특별시 중랑구 면목로37길 58,37.5801261,127.0829987
월계대우아파트,서울특별시 노원구 초안산로5길 22,37.6332539,127.0513553
구로우성,서울특별시 구로구 공원로6가길 67,37.5039735,126.8890278
방배래미안타워,서울특별시 서초구 남부순환로 2183,37.4751718,126.9900534
동소문동송산,서울특별시 성북구 동소문로3길 101,37.5924122,127.0104788
도림동아에코빌,서울특별시 영등포구 도림로 365,37.5091679,126.8987346
방학거성학마을,서울특별시 도봉구 도당로 116,37.6665384,127.0396369
신반포청구,서울특별시 서초구 신반포로33길 66,37.5142848,127.0084378
상계한신3차,서울특별시 노원구 한글비석로46가길 34,37.6662959,127.0675578
도봉서울가든,서울특별시 도봉구 도봉산길 35,37.6868254,127.0415817
염창신동아,서울특별시 강서구 양천로67길 32,37.5551935,126.869209
래미안당산1차아파트,서울특별시 영등포구 당산로54길 11,37.5343799,126.9059115
도곡경남,서울특별시 강남구 논현로 209,37.4886314,127.0408208
성내성안청구,서울특별시 강동구 풍성로 114-1,37.5317809,127.1241393
염창관음삼성,서울특별시 강서구 양천로 656,37.5525192,126.8694898
장안삼성쉐르빌,서울특별시 동대문구 장한로 119,37.5716753,127.0698761
하월곡샹그레빌,서울특별시 동대문구 회기로5길 100,37.5965132,127.0414399
이문삼익아파트,서울특별시 동대문구 한천로55길 9,37.5959326,127.067574
목동2차삼성래미안,서울특별시 양천구 목동남로4길 81,37.5104913,126.8682994
방화한진로즈힐,서울특별시 강서구 양천로24가길 59,37.5714296,126.8133457
구의강변우성,서울특별시 광진구 구의강변로 42,37.5358159,127.0933387
둔촌프라자,서울특별시 강동구 천호대로 1240,37.535417,127.1482561
한강우성아파트,서울특별시 광진구 능동로1길 15,37.532579,127.0657325
안암대광,서울특별시 성북구 안암로9나길 14,37.5847251,127.0217182
정릉힐스테이트,서울특별시 성북구 정릉로 292,37.60284,127.0155119
고척동아한신,서울특별시 구로구 중앙로6길 17,37.5006992,126.8656221
중림삼성래미안아파트,서울특별시 중구 중림로4길 41,37.5573531,126.9643574
염창태진한솔,서울특별시 강서구 공항대로71길 54,37.5488942,126.874488
대조삼성타운,서울특별시 은평구 서오릉로 94,37.609112,126.9217449
군자일성파크,서울특별시 광진구 군자로12길 46,37.551275,127.0726402
둔촌신동아,서울특별시 강동구 양재대로96길 79,37.529157,127.1417216
상계대동아파트,서울특별시 노원구 상계로26길 20,37.6573591,127.0712567
DMC래미안클라시스,서울특별시 서대문구 증가로 191,37.5786616,126.9160723
가양한보구암,서울특별시 강서구 허준로 76,37.5681118,126.8489731
강변아파트,서울특별시 서초구 잠원로 166-17,37.5178181,127.0122486
전농동아,서울특별시 동대문구 서울시립대로 31,37.5749667,127.0458375
여의도은하,서울특별시 영등포구 63로 7,37.5187571,126.9352172
광장삼성12차,서울특별시 광진구 아차산로 544,37.5426383,127.1020927
당산유원제일1차,서울특별시 영등포구 국회대로29길 13,37.530191,126.8955412
여의도삼익,서울특별시 영등포구 국제금융로 109,37.5198261,126.9343703
방학4단지신동아,서울특별시 도봉구 방학로 200,37.6628212,127.0296648
신정5차현대,서울특별시 양천구 신정로 300,37.5123066,126.8546141
응암푸르지오,서울특별시 은평구 백련산로 146,37.597442,126.9261538
신도림대림5차e-편한세상,서울특별시 구로구 신도림로 32,37.5067071,126.8811909
DMC아이파크,서울특별시 서대문구 거북골로14길 32,37.5757029,126.9141298
공릉우성,서울특별시 노원구 동일로198길 24,37.6285696,127.0727424
잠실더샵스타파크,서울특별시 송파구 올림픽로35가길 10,37.5169868,127.1023024
방배대우효령,서울특별시 서초구 효령로 84,37.4797613,126.9936334
대치쌍용2차,서울특별시 강남구 영동대로 220,37.4996197,127.0704457
갈현현대아파트,서울특별시 은평구 서오릉로21길 36,37.6129617,126.905638
신공덕3차삼성래미안,서울특별시 마포구 만리재로 60,37.5454825,126.9569018
서교동대우미래사랑,서울특별시 마포구 월드컵북로5나길 18,37.5574299,126.9167558
문래공원한신,서울특별시 영등포구 문래로20길 14,37.5175814,126.8930031
마장동금호어울림,서울특별시 성동구 마조로 57,37.562934,127.041089
동부아파트,서울특별시 중랑구 신내로7가길 31,37.6020644,127.093838
신길경남,서울특별시 영등포구 영등포로 351,37.5158124,126.9183651
풍림아이원플러스,서울특별시 서초구 효령로77길 14,37.4903649,127.029525
개봉삼호아파트,서울특별시 구로구 남부순환로95길 16,37.4943419,126.8572709
녹번대림,서울특별시 은평구 통일로 590,37.6001439,126.9370209
한남동리첸시아,서울특별시 용산구 한남대로 60,37.5345031,127.0079791
청량리홍릉동부,서울특별시 동대문구 홍릉로10길 48,37.5861654,127.04603
목동금호어울림,서울특별시 양천구 목동중앙서로 37,37.5336997,126.8678104
개봉영화,서울특별시 구로구 경인로40길 11,37.4961973,126.8600001
이문중앙하이츠빌,서울특별시 동대문구 외대역동로 101,37.5964835,127.0646356
양평성원,서울특별시 영등포구 양평로17길 36,37.5343115,126.8934401
휘경베스트빌현대,서울특별시 동대문구 장안벚꽃로5길 19,37.58168,127.0742104
서울숲대림아파트,서울특별시 성동구 뚝섬로 311,37.5421369,127.0452696
신림쌍용,서울특별시 관악구 미성길 122,37.472164,126.9117664
여의도공작,서울특별시 영등포구 여의대로6길 17,37.5265231,126.9298286
장위참누리,서울특별시 성북구 한천로101길 18,37.6231937,127.0494663
서울대입구아이원 (1560-61),서울특별시 관악구 청룡길 78,37.4787044,126.9455509
자양동삼성아파트,서울특별시 광진구 자양번영로3길 65,37.5324954,127.0715987
상봉우정,서울특별시 중랑구 상봉중앙로1다길 21,37.5996773,127.0886359
서울숲리버그린동아,서울특별시 성동구 고산자로4길 34,37.5530787,127.0372695
여의도진주,서울특별시 영등포구 국제금융로 108-6,37.5185166,126.9329842
신공덕삼성1차,서울특별시 마포구 백범로37길 12,37.5434094,126.9558671
대림한신2차,서울특별시 영등포구 디지털로69길 16,37.4947769,126.9043881
성수한진타운,서울특별시 성동구 뚝섬로 312,37.541117,127.0453053
송파미성,서울특별시 송파구 오금로32길 10,37.5060284,127.1192987
오류푸르지오,서울특별시 구로구 오류로8길 11,37.491628,126.8415352
하계학여울청구B,서울특별시 노원구 한글비석로 6,37.6326446,127.0645889
광장동 광나루현대,서울특별시 광진구 아차산로76길 31,37.5471414,127.108811
신사현대2차,서울특별시 은평구 가좌로 344,37.5979944,126.9069618
번동솔그린,서울특별시 강북구 한천로109길 83,37.6261832,127.0393754
대우월드마크용산,서울특별시 용산구 한강대로 211,37.5371896,126.9729911
문래삼환,서울특별시 영등포구 도림로143길 30,37.5137751,126.889503
문래두산위브,서울특별시 영등포구 선유로9나길 8,37.5168776,126.8858207
신길삼성,서울특별시 영등포구 여의대방로 45,37.4963711,126.9112059
삼성홍실,서울특별시 강남구 영동대로128길 15,37.5199747,127.0596516
방배2차현대홈타운,서울특별시 서초구 서초대로1길 34,37.4901591,126.9839318
현대리버빌2차아파트,서울특별시 송파구 풍성로24길 42,37.5321466,127.1168432
봉천은천2단지,서울특별시 관악구 인헌12길 46-1,37.4699879,126.964559
남현우림루미아트,서울특별시 관악구 남현길 91,37.4726423,126.9754499
상계신동아,서울특별시 노원구 한글비석로52길 66,37.6674029,127.0675315
천호태영,서울특별시 강동구 천호대로 1055,37.5381545,127.130007
전농동신성미소지움아파트,서울특별시 동대문구 서울시립대로 75,37.5783111,127.0485695
쌍문금호2차,서울특별시 도봉구 해등로 241-14,37.6569631,127.0290465
신길건영,서울특별시 영등포구 도림로 313,37.5042671,126.9009904
면목경남아너스빌,서울특별시 중랑구 답십리로75길 73,37.5754912,127.0804639
방화1단지(장미),서울특별시 강서구 양천로 125,37.5742114,126.8175777
양평삼성래미안,서울특별시 영등포구 영등포로3길 9,37.5244017,126.882579
상도쌍용,서울특별시 동작구 상도로 107,37.5015468,126.9316464
성수동아,서울특별시 성동구 왕십리로 80-1,37.5442259,127.0454954
홍은풍림2차,서울특별시 서대문구 세검정로1길 35,37.5932796,126.943037
문래남성,서울특별시 영등포구 경인로77길 21,37.5126219,126.8915407
문래현대2차,서울특별시 영등포구 문래로4길 6,37.520444,126.882871
역삼우성,서울특별시 강남구 남부순환로363길 49,37.488203,127.0371243
신정푸른마을4단지,서울특별시 양천구 신정로7길 60-7,37.5133188,126.8390636
고척한일유앤아이,서울특별시 구로구 중앙로15길 151,37.5080441,126.8510935
신반포 한신 252627차 아파트,서울특별시 서초구 잠원로8길 3,37.5148608,127.0093473
마포신촌삼익아파트,서울특별시 마포구 신수로 105,37.5512309,126.9355656
신정e-편한세상,서울특별시 양천구 신정로13길 38,37.5125102,126.8431245
고척동센츄리,서울특별시 구로구 중앙로12길 12,37.5044346,126.8622842
삼성청담공원,서울특별시 강남구 도산대로96길 39,37.5224412,127.0505804
당산2차삼성,서울특별시 영등포구 당산로36길 12,37.528049,126.8980001
관악푸르지오제2단지,서울특별시 관악구 청림5길 28,37.4896116,126.9603002
래미안 서초스위트 아파트,서울특별시 서초구 서운로 221,37.5020921,127.0199915
잠실한솔,서울특별시 송파구 백제고분로 348,37.5036204,127.1046578
신반포한신16차,서울특별시 서초구 잠원로 157,37.5168996,127.0096069
상계한신,서울특별시 노원구 동일로230길 63,37.6733227,127.0596359
신구로현대,서울특별시 구로구 구로중앙로18길 68,37.4961263,126.8930516
마곡수명산파크6단지,서울특별시 강서구 수명로2길 63,37.5503051,126.8257712
중계대림벽산,서울특별시 노원구 한글비석로8길 20,37.6472272,127.0772878
당산상아,서울 영등포구 당산동5가 4-13,37.5300879,126.903625
이태원남산대림,서울특별시 용산구 녹사평대로 254,37.5407149,126.9888481
아이파크상도동,서울특별시 동작구 장승배기로 26,37.5007619,126.9427071
마장SH-vill임대,서울특별시 성동구 마조로15가길 23,37.5645087,127.0400784
중계성원1차,서울특별시 노원구 덕릉로71길 5,37.6501711,127.0700519
정릉푸르지오,서울특별시 성북구 보국문로 19,37.6062418,127.0100372
용산CJ나인파크,서울특별시 용산구 백범로90다길 12,37.5360982,126.9691777
신대림자이,서울특별시 영등포구 시흥대로173길 13,37.4865541,126.902438
개포우성3차,서울특별시 강남구 개포로 307,37.4838941,127.0559898
자양우성2차,서울특별시 광진구 뚝섬로 576,37.533336,127.0735348
정릉스카이쌍용,서울특별시 성북구 북악산로 828,37.5992583,127.0170717
롯데캐슬엠파이어,서울특별시 영등포구 의사당대로 127,37.5202486,126.9263879
방화동부센트레빌,서울 강서구 방화동 동부센트레빌아파트,37.5747161,126.8144739
쌍문삼성래미안,서울특별시 도봉구 우이천로 328,37.6470609,127.0280022
서초우성5차아파트,서울특별시 서초구 서초대로74길 30,37.4948555,127.0266736
방배삼익,서울특별시 서초구 효령로34길 79,37.4789582,127.0015573
쌍문한양7차,서울특별시 도봉구 해등로25길 41,37.6560261,127.0338661
신도림우성12차,서울특별시 구로구 신도림로 110,37.5114702,126.8859402
신내건영1차,서울특별시 중랑구 봉화산로48길 62,37.6039877,127.0934783
동소문한신휴플러스,서울특별시 성북구 동소문로13길 47,37.5952789,127.0140837
응봉대림2차,서울특별시 성동구 독서당로 431,37.552326,127.0321202
명일중앙하이츠아파트,서울특별시 강동구 구천면로 557,37.5507165,127.1598371
당산유원제일2차,서울특별시 영등포구 선유동2로 56,37.5333119,126.8984233
월계6-1초안,서울 노원구 월계동 923번지,37.6329918,127.0443052
강일리버파크8단지,서울특별시 강동구 아리수로94길 72,37.5607222,127.1762695
신도림대림7차e-편한세상,서울특별시 구로구 신도림로 56-13,37.5083184,126.882657
우면대림,서울특별시 서초구 바우뫼로7길 51,37.4728411,127.0230189
방배디오빌,서울특별시 서초구 서초대로 17,37.4860524,126.9842059
반포한신서래,서울특별시 서초구 사평대로28길 31,37.4991043,127.0008946
쌍문한양5차,서울특별시 도봉구 해등로25길 36,37.6560324,127.0321457
가양우성,서울특별시 강서구 양천로 489,37.5623512,126.8542542
하왕극동미라주,서울특별시 성동구 난계로 73,37.5585166,127.0233607
아카데미스위트,서울 강남구 도곡동 467-7,37.4885971,127.052083
풍납극동,서울특별시 송파구 올림픽로45길 11,37.5266148,127.1167332
브라운스톤상도,서울특별시 동작구 상도로31길 19,37.5059773,126.9437593
개포현대1차,서울특별시 강남구 개포로 303,37.4826743,127.0544301
화곡대림아파트,서울특별시 강서구 월정로 160,37.5336644,126.8373402
풍납쌍용,서울특별시 송파구 올림픽로47길 9,37.527262,127.1177196
양평벽산,서울특별시 영등포구 선유서로21길 19,37.5221895,126.883568
암사한강현대,서울특별시 강동구 올림픽로104길 42,37.5552111,127.1319403
강변힐스테이트,서울특별시 강서구 양천로75길 19,37.5509233,126.8740903
방배임광12차,서울특별시 서초구 방배로 14,37.4770722,127.0025259
목동삼성래미안,서울특별시 양천구 신목로 7,37.5157638,126.8763711
상계한신1차,서울특별시 노원구 한글비석로46가길 16,37.666427,127.0696148
상계임광아파트관리사무소,서울특별시 노원구 노원로 569,37.6606639,127.0563489
신길한성,서울특별시 영등포구 가마산로 575,37.5047193,126.9188187
DMC마포청구아파트,서울특별시 마포구 성암로11길 60,37.5740861,126.9020362
구의현대6단지,서울 광진구 구의동 610,37.5384356,127.0948893
용산시티파크1단지,서울특별시 용산구 서빙고로 35,37.5251636,126.9694981
염창한화꿈에그린,서울특별시 강서구 공항대로75길 17,37.5481893,126.8731525
효성주얼리시티아파트,서울특별시 종로구 종로 183,37.571436,126.9983959
흑석동양,서울특별시 동작구 서달로1길 17,37.5004204,126.9585765
오류삼천리,서울특별시 구로구 경인로8길 75,37.4927408,126.8399091
목동2차성원아파트,서울특별시 양천구 목동중앙남로 100,37.5427613,126.8634813
보라매파크빌,서울특별시 동작구 여의대방로10길 59,37.4944124,126.9155388
중계금호,서울특별시 노원구 중계로 140,37.6470308,127.081287
창동상아2차,서울특별시 도봉구 노해로63가길 7,37.6531689,127.0441299
신대방경남아너스빌,서울특별시 동작구 신대방길 85,37.489496,126.9085431
구로럭키,서울특별시 구로구 도림로 107,37.4920766,126.8940158
롯데캐슬갤럭시2차,서울특별시 서초구 잠원로14길 23,37.5190505,127.0159475
DMC우방,서울특별시 은평구 증산로3길 26-1,37.5818742,126.9029992
등촌서광,서울특별시 강서구 공항대로45길 68-6,37.5578978,126.8574637
해모로,서울특별시 강북구 오현로 156,37.62658,127.0375124
래미안용강아파트,서울특별시 마포구 큰우물로 28,37.543435,126.9413984
마장삼성,서울특별시 성동구 마장로 271,37.5661691,127.0402374
래미안상도2차,서울특별시 동작구 상도로55길 47,37.5018787,126.9511199
보문아이파크,서울특별시 성북구 지봉로21길 19,37.5855901,127.0166232
공릉태릉우성,서울특별시 노원구 노원로 29,37.6245525,127.0854776
정릉중앙하이츠빌1단지,서울특별시 성북구 아리랑로19길 60,37.6028813,127.0101777
응봉신동아,서울특별시 성동구 독서당로 375,37.5504195,127.0295611
가락미륭아파트,서울특별시 송파구 동남로11길 4,37.4937996,127.1285974
대림우성,서울특별시 영등포구 도림로 187,37.4964591,126.9009261
용두롯데캐슬피렌체,서울특별시 동대문구 정릉천동로 58,37.5771878,127.0360455
명륜아남1차,서울특별시 종로구 창경궁로 265,37.5859111,126.9992985
공릉화랑타운,서울특별시 노원구 화랑로51길 17,37.6238712,127.0879394
상암월드컵파크5단지,서울특별시 마포구 상암산로1길 52,37.5806443,126.8852677
상계1차중앙하이츠,서울특별시 노원구 노원로28길 15,37.6537485,127.0689101
삼선코오롱아파트,서울특별시 성북구 삼선교로23길 23,37.5904694,127.0132547
광장현대9차,서울특별시 광진구 아차산로69길 19,37.542369,127.0976662
역삼개나리래미안,서울특별시 강남구 역삼로 306,37.4983263,127.0457475
자양현대3차,서울특별시 광진구 뚝섬로58길 101,37.5285844,127.0834571
신월신안약수,서울특별시 양천구 중앙로29길 55,37.5165172,126.8474503
용마금호타운,서울특별시 중랑구 용마산로 348,37.582864,127.0943633
신당삼성임대,서울특별시 중구 청구로1길 23,37.5580944,127.0179323
고척우성현대,서울특별시 구로구 중앙로1길 18-19,37.4988578,126.8627819
신정푸른마을3단지,서울특별시 양천구 신정로11길 63,37.5114679,126.8368562
래미안서초유니빌,서울특별시 서초구 서초중앙로 26,37.4847031,127.016979
풍납시티극동,서울특별시 송파구 한가람로 478,37.5396031,127.1182132
구로두산제2,서울특별시 구로구 도림로 59,37.4885905,126.8889122
강일리버파크2단지,서울특별시 강동구 아리수로97길 68,37.5687308,127.1766546
가락대림아파트,서울특별시 송파구 송이로 88,37.499639,127.1188815
사당롯데캐슬샤인,서울특별시 동작구 사당로27길 190,37.4907263,126.9724822
자양한양,서울특별시 광진구 구의강변로 11,37.5314488,127.0910116
벽산블루밍1단지2단지,서울특별시 양천구 신정로13길 50,37.513351,126.8425224
새절역현대아파트,서울특별시 은평구 은평터널로 164,37.5935228,126.9086256
등촌8단지주공아파트,서울특별시 강서구 공항대로43길 104,37.5612871,126.8513767
휘경동일스위트리버,서울특별시 동대문구 한천로 300,37.5874125,127.0686947
롯데캐슬아이비,서울특별시 영등포구 국제금융로 86,37.5202096,126.9317611
송정건영,서울특별시 성동구 동일로 263,37.5559647,127.0709815
서강해모로,서울특별시 마포구 토정로 167,37.5462183,126.9302387
고척청구아파트,서울특별시 구로구 중앙로6길 5-15,37.5015386,126.8638405
고덕현대,서울특별시 강동구 고덕로61길 37,37.5565058,127.1521009
광장극동1차,서울 광진구 광장동 218-1,37.5431884,127.1042868
상계동양메이저,서울특별시 노원구 상계로5길 12,37.6578567,127.0640146
도봉래미안,서울특별시 도봉구 도봉로170길 40,37.6796389,127.0462651
중계한화꿈에그린,서울특별시 노원구 중계로8길 29,37.6474408,127.0828152
창동동아그린,서울특별시 도봉구 노해로63다길 34,37.654516,127.0464538
아이파크삼성동,서울특별시 강남구 영동대로 640,37.5181937,127.0591223
한강,서울특별시 서초구 잠원로 213-10,37.5214482,127.0155924
신도림현대,서울특별시 구로구 새말로9길 45,37.5049671,126.886015
신반포7차,서울특별시 서초구 잠원로 88,37.5124574,127.0079051
공릉동신,서울특별시 노원구 공릉로 213,37.6280155,127.0768621
중계현대6차,서울특별시 노원구 중계로8길 20,37.6455756,127.0824304
석관코오롱,서울특별시 성북구 한천로 509,37.6063529,127.0657663
구로한일유엔아이,서울특별시 구로구 가마산로 87,37.4863381,126.8756078
염창강변한솔솔파크,서울특별시 강서구 양천로63길 38,37.5562105,126.8671836
송파파인타운5단지,서울특별시 송파구 충민로4길 5,37.4801394,127.1299462
장안현대,서울특별시 동대문구 한천로 224,37.5812961,127.0688912
토정한강삼성,서울특별시 마포구 토정로32길 11,37.5394266,126.9413292
창동신도브래뉴,서울특별시 도봉구 도봉로136나길 40,37.6563222,127.0444705
등촌동성,서울특별시 강서구 강서로68길 108,37.5640797,126.8459121
월계청백3단지,서울특별시 노원구 월계로45가길 89,37.6318379,127.0502719
하왕금호베스트빌,서울특별시 성동구 난계로 114-31,37.5612955,127.0254969
신공덕2차삼성래미안,서울특별시 마포구 만리재로 74,37.5464428,126.9579942
개포4차우성,서울특별시 강남구 언주로 117,37.4857034,127.0501105
신성둔촌미소지움1차,서울특별시 강동구 명일로 102,37.5278063,127.1428107
돈암풍림,서울특별시 성북구 북악산로 913,37.5953816,127.023656
당산진로,서울특별시 영등포구 당산로 68,37.5206537,126.8963598
신당푸르지오,서울특별시 중구 다산로36길 110,37.5592169,127.0195121
방화동 개화아파트,서울특별시 강서구 금낭화로 167,37.5809671,126.8125423
